SEC,W,MACH,AIRSPD,TEFLAPL,XIDA,T,ALTSTD,N1,PITCH
428,61954.292,0.589,276,0,7.56,-5,18939,97,7.56
429,61952.75984,0.589,276,0,7.56,-5.25,18998,98,7.56
430,61951.23171,0.589,276,0,7.56,-5.5,19054,97,7.56
431,61949.7056,0.588,276,0,7.56,-5.75,19110,98,7.56
432,61948.18352,0.588,275,0,7.38,-5.75,19169,98,7.38
433,61946.66144,0.589,274,0,7.21,-6,19226,98,7.21
434,61945.14541,0.588,274,0,7.21,-6.25,19277,98,7.21
435,61943.63139,0.588,274,0,7.03,-6.5,19333,98,7.03
436,61942.11939,0.588,273,0,6.86,-6.5,19386,98,6.86
437,61940.60538,0.589,273,0,6.86,-6.75,19435,98,6.86
438,61939.09539,0.589,273,0,6.86,-7,19488,98,6.86
439,61937.58944,0.59,273,0,6.68,-7,19537,98,6.68
440,61936.0855,0.59,273,0,6.68,-7.25,19584,98,6.68
441,61934.5856,0.591,273,0,6.68,-7.25,19631,98,6.68
442,61933.08368,0.595,273,0,6.68,-7.5,19681,98,6.68
443,61931.58176,0.594,275,0,6.86,-7.5,19727,98,6.86
444,61930.08589,0.594,274,0,6.86,-7.5,19773,98,6.86
445,61928.59002,0.595,274,0,7.03,-7.5,19824,98,7.03
446,61927.09414,0.596,274,0,7.03,-7.75,19870,98,7.03
447,61925.60029,0.597,274,0,7.03,-7.75,19918,98,7.03
448,61924.11046,0.597,274,0,7.03,-8,19969,98,7.03
449,61922.62266,0.595,274,0,7.03,-8,20015,98,7.03
450,61921.13686,0.594,273,0,7.03,-8,20064,98,7.03
451,61919.65107,0.594,272,0,7.03,-8,20114,98,7.03
452,61918.1673,0.593,272,0,6.86,-8,20161,98,6.86
453,61916.68755,0.594,271,0,6.68,-8.25,20204,98,6.68
454,61915.20781,0.596,271,0,6.5,-8.25,20248,98,6.5
455,61913.72806,0.598,272,0,6.15,-8.5,20291,98,6.15
456,61912.25034,0.599,273,0,6.15,-8.25,20331,98,6.15
457,61910.77261,0.601,273,0,6.15,-8.25,20369,98,6.15
458,61909.2969,0.602,274,0,5.98,-8.25,20408,98,5.98
459,61907.82118,0.603,274,0,5.98,-8.25,20445,98,5.98
460,61906.34749,0.603,274,0,5.98,-8.25,20481,98,5.98
461,61904.87581,0.604,274,0,5.98,-8.25,20519,98,5.98
462,61903.40614,0.604,274,0,5.8,-8.25,20555,98,5.8
463,61901.93446,0.605,275,0,5.8,-8.25,20591,98,5.8
464,61900.4648,0.605,275,0,5.8,-8.25,20628,98,5.8
465,61898.99715,0.605,274,0,5.8,-8.5,20664,98,5.8
466,61897.5295,0.605,274,0,5.8,-8.5,20700,98,5.8
467,61896.06387,0.606,274,0,5.8,-8.5,20735,98,5.8
468,61894.60227,0.607,274,0,5.63,-8.5,20772,98,5.63
469,61893.14067,0.607,274,0,5.63,-8.75,20807,98,5.63
470,61891.67907,0.608,275,0,5.63,-8.75,20841,98,5.63
471,61890.21949,0.609,275,0,5.63,-8.75,20877,98,5.63
472,61888.76192,0.609,275,0,5.63,-8.75,20911,98,5.63
473,61887.30435,0.611,275,0,5.63,-9,20945,98,5.63
474,61885.8488,0.611,275,0,5.63,-9,20982,98,5.63
475,61884.39526,0.611,275,0,5.63,-9,21016,98,5.63
476,61882.94173,0.612,275,0,5.63,-9,21052,98,5.63
477,61881.48819,0.612,275,0,5.63,-9.25,21090,98,5.63
478,61880.03667,0.615,275,0,5.63,-9.25,21127,98,5.63
479,61878.58717,0.614,276,0,5.63,-9.25,21163,98,5.63
480,61877.13766,0.615,276,0,5.45,-9.25,21199,98,5.45
481,61875.69018,0.616,276,0,5.45,-9.5,21239,98,5.45
482,61874.2447,0.615,275,0,5.45,-9.5,21274,98,5.45
483,61872.79923,0.614,276,0,5.45,-9.5,21311,98,5.45
484,61871.35376,0.614,275,0,5.27,-9.75,21346,98,5.27
485,61869.91232,0.614,275,0,5.27,-9.75,21382,98,5.27
486,61868.47491,0.615,275,0,5.1,-10,21415,98,5.1
487,61867.03952,0.619,275,0,5.1,-10,21448,98,5.1
488,61865.60614,0.62,277,0,4.92,-10,21481,98,4.92
489,61864.17277,0.62,276,0,4.92,-10,21513,98,4.92
490,61862.73939,0.621,276,0,5.1,-10,21546,98,5.1
491,61861.30602,0.621,276,0,5.1,-10,21575,98,5.1
492,61859.87466,0.621,276,0,5.27,-10.25,21610,98,5.27
493,61858.44531,0.622,277,0,5.27,-10.25,21642,98,5.27
494,61857.01597,0.623,277,0,5.27,-10.25,21676,98,5.27
495,61855.58864,0.625,277,0,5.27,-10.5,21711,98,5.27
496,61854.16534,0.624,277,0,5.27,-10.5,21744,98,5.27
497,61852.74406,0.624,277,0,5.27,-10.5,21779,98,5.27
498,61851.31875,0.624,277,0,5.27,-10.5,21813,98,5.27
499,61849.89747,0.625,277,0,5.27,-10.5,21848,98,5.27
500,61848.47619,0.626,277,0,5.27,-10.75,21883,98,5.27
501,61847.05894,0.627,278,0,5.1,-10.75,21916,98,5.1
502,61845.6417,0.627,277,0,5.1,-10.75,21948,98,5.1
503,61844.22243,0.631,279,0,5.1,-10.75,21984,98,5.1
504,61842.80115,0.634,279,0,5.1,-10.75,22015,98,5.1
505,61841.38189,0.632,280,0,5.1,-11,22049,98,5.1
506,61839.96666,0.635,279,0,5.27,-11,22083,98,5.27
507,61838.54941,0.636,279,0,5.45,-11,22119,98,5.45
508,61837.13418,0.637,281,0,5.45,-11,22157,98,5.45
509,61835.72096,0.637,280,0,5.45,-11,22191,98,5.45
510,61834.30774,0.638,281,0,5.63,-11,22234,98,5.63
511,61832.89654,0.638,281,0,5.45,-11.25,22271,98,5.45
512,61831.48736,0.641,280,0,5.63,-11.25,22312,98,5.63
513,61830.08019,0.638,281,0,5.45,-11.25,22354,98,5.45
514,61828.67302,0.64,280,0,5.45,-11.5,22391,98,5.45
515,61827.26787,0.64,281,0,5.27,-11.5,22427,98,5.27
516,61825.86474,0.643,282,0,5.27,-11.5,22468,98,5.27
517,61824.4616,0.642,282,0,5.27,-11.75,22505,98,5.27
518,61823.06048,0.643,282,0,5.27,-11.75,22542,98,5.27
519,61821.66138,0.645,281,0,5.27,-11.75,22579,98,5.27
520,61820.26429,0.645,282,0,5.45,-12,22615,98,5.45
521,61818.86922,0.644,282,0,5.45,-12,22654,98,5.45
522,61817.47213,0.644,282,0,5.45,-12,22689,98,5.45
523,61816.07504,0.645,281,0,5.45,-12.25,22727,98,5.45
524,61814.68198,0.645,281,0,5.45,-12.25,22763,98,5.45
525,61813.29094,0.646,281,0,5.45,-12.25,22797,98,5.45
526,61811.90192,0.645,281,0,5.45,-12.5,22832,98,5.45
527,61810.51491,0.643,280,0,5.27,-12.5,22867,98,5.27
528,61809.1279,0.642,279,0,5.27,-12.5,22901,98,5.27
529,61807.74291,0.643,279,0,5.27,-12.75,22936,98,5.27
530,61806.35994,0.643,279,0,5.1,-12.75,22967,98,5.1
531,61804.97696,0.643,279,0,5.1,-13,22998,98,5.1
532,61803.60003,0.644,279,0,5.1,-13,23029,98,5.1
533,61802.22109,0.645,279,0,5.1,-13,23062,98,5.1
534,61800.84618,0.646,279,0,5.1,-13.25,23093,98,5.1
535,61799.46925,0.646,279,0,5.1,-13.25,23124,98,5.1
536,61798.09635,0.647,280,0,5.1,-13.25,23157,98,5.1
537,61796.72547,0.648,280,0,5.27,-13.25,23190,98,5.27
538,61795.35258,0.648,280,0,5.27,-13.25,23224,98,5.27
539,61793.97968,0.649,280,0,5.27,-13.5,23260,98,5.27
540,61792.6088,0.649,280,0,5.27,-13.5,23292,98,5.27
541,61791.24397,0.65,280,0,5.27,-13.5,23328,98,5.27
542,61789.87712,0.65,280,0,5.27,-13.5,23364,98,5.27
543,61788.51027,0.651,280,0,5.27,-13.75,23399,98,5.27
544,61787.14746,0.65,280,0,5.27,-13.75,23433,98,5.27
545,61785.78464,0.651,279,0,5.27,-13.75,23468,98,5.27
546,61784.42384,0.65,279,0,5.27,-14,23502,98,5.27
547,61783.06304,0.65,279,0,5.1,-14,23534,98,5.1
548,61781.70829,0.65,279,0,5.1,-14,23565,98,5.1
549,61780.35152,0.651,279,0,4.92,-14,23598,98,4.92
550,61778.99475,0.652,279,0,4.92,-14,23627,98,4.92
551,61777.63798,0.653,279,0,4.92,-14,23658,98,4.92
552,61776.28323,0.654,280,0,4.92,-14,23691,98,4.92
553,61774.9305,0.655,280,0,4.92,-14,23721,98,4.92
554,61773.57574,0.655,280,0,5.1,-14.25,23751,98,5.1
555,61772.22099,0.656,280,0,5.1,-14.25,23785,98,5.1
556,61770.87027,0.657,280,0,5.1,-14.25,23817,98,5.1
557,61769.51955,0.658,280,0,5.1,-14.25,23849,98,5.1
558,61768.17085,0.659,281,0,5.1,-14.25,23883,98,5.1
559,61766.82416,0.66,281,0,5.1,-14.25,23918,98,5.1
560,61765.47949,0.66,281,0,5.27,-14.25,23950,98,5.27
561,61764.1328,0.661,281,0,5.1,-14.25,23984,98,5.1
562,61762.78611,0.66,281,0,5.1,-14.25,24020,98,5.1
563,61761.44346,0.662,281,0,5.1,-14.25,24054,98,5.1
564,61760.1008,0.662,281,0,5.1,-14.5,24089,98,5.1
565,61758.76218,0.662,281,0,5.1,-14.5,24123,98,5.1
566,61757.42355,0.663,281,0,5.1,-14.5,24157,98,5.1
567,61756.08694,0.664,281,0,5.1,-14.5,24191,98,5.1
568,61754.75034,0.665,281,0,4.92,-14.5,24224,98,4.92
569,61753.41373,0.666,282,0,4.92,-14.75,24255,98,4.92
570,61752.08115,0.667,282,0,5.1,-14.75,24288,98,5.1
571,61750.74858,0.669,283,0,5.1,-14.75,24322,98,5.1
572,61749.41802,0.675,284,0,5.1,-14.5,24355,98,5.1
573,61748.08746,0.675,286,0,5.27,-14.25,24388,98,5.27
574,61746.75488,0.682,286,0,5.45,-14,24422,98,5.45
575,61745.41626,0.681,290,0,5.63,-13.75,24457,98,5.63
576,61744.08368,0.681,287,0,5.98,-13.25,24501,98,5.98
577,61742.7511,0.682,287,0,6.15,-13.25,24545,98,6.15
578,61741.4145,0.681,287,0,6.15,-13.5,24593,98,6.15
579,61740.08394,0.681,286,0,6.15,-13.5,24641,98,6.15
580,61738.75539,0.681,286,0,5.98,-13.75,24687,98,5.98
581,61737.4329,0.682,286,0,5.98,-14,24742,98,5.98
582,61736.1104,0.684,286,0,5.8,-14,24787,98,5.8
583,61734.79395,0.689,288,0,5.63,-14.25,24834,98,5.63
584,61733.47549,0.689,287,0,5.45,-14,24879,98,5.45
585,61732.15702,0.686,287,0,5.45,-14,24931,98,5.45
586,61730.83856,0.681,286,0,5.45,-14,24974,98,5.45
587,61729.52211,0.686,285,0,5.45,-14.5,25021,98,5.45
588,61728.20768,0.688,287,0,5.27,-14.75,25069,98,5.27
589,61726.8993,0.691,288,0,5.27,-14.75,25110,98,5.27
590,61725.59293,0.69,288,0,5.45,-14.75,25152,98,5.45
591,61724.28454,0.69,287,0,5.63,-14.75,25200,98,5.63
592,61722.97616,0.692,287,0,5.63,-14.75,25244,98,5.63
593,61721.66778,0.694,287,0,5.63,-15,25287,98,5.63
594,61720.36544,0.69,287,0,5.8,-15,25338,98,5.8
595,61719.0631,0.693,286,0,5.98,-15.25,25385,98,5.98
596,61717.75069,0.692,287,0,5.8,-15.25,25429,97,5.8
597,61716.48061,0.692,287,0,5.8,-15.5,25475,97,5.8
598,61715.2065,0.693,286,0,5.8,-15.5,25531,97,5.8
599,61713.9344,0.691,285,0,5.8,-15.75,25575,97,5.8
600,61712.66634,0.691,284,0,5.8,-16,25622,97,5.8
601,61711.40029,0.693,285,0,5.63,-16,25672,97,5.63
602,61710.13626,0.692,285,0,5.45,-16.25,25713,97,5.45
603,61708.87424,0.691,285,0,5.63,-16.25,25764,97,5.63
604,61707.61021,0.69,284,0,5.45,-16.5,25811,97,5.45
605,61706.34819,0.689,283,0,5.63,-16.75,25858,97,5.63
606,61705.09021,0.688,282,0,5.45,-16.75,25901,97,5.45
607,61703.83424,0.687,282,0,5.27,-17,25945,97,5.27
608,61702.5823,0.689,281,0,5.27,-17.25,25986,97,5.27
609,61701.33238,0.69,281,0,5.1,-17.25,26024,97,5.1
610,61700.08246,0.691,282,0,5.1,-17.5,26063,97,5.1
611,61698.83658,0.69,282,0,5.27,-17.5,26104,97,5.27
612,61697.59069,0.691,282,0,5.27,-17.5,26144,97,5.27
613,61696.34682,0.69,281,0,5.45,-17.75,26181,97,5.45
614,61695.10294,0.69,281,0,5.45,-18,26224,97,5.45
615,61693.86109,0.691,281,0,5.45,-18,26263,97,5.45
616,61692.62125,0.69,281,0,5.45,-18.25,26303,97,5.45
617,61691.38342,0.691,281,0,5.45,-18.25,26345,97,5.45
618,61690.14762,0.692,281,0,5.27,-18.25,26383,97,5.27
619,61688.90778,0.691,280,0,5.27,-18.25,26424,97,5.27
620,61687.66995,0.69,280,0,5.45,-18.5,26465,97,5.45
621,61686.43616,0.692,280,0,5.63,-18.75,26505,97,5.63
622,61685.20438,0.692,280,0,5.8,-18.75,26544,97,5.8
623,61683.97664,0.692,279,0,5.98,-18.75,26586,97,5.98
624,61682.74688,0.691,279,0,6.15,-19,26633,97,6.15
625,61681.52115,0.691,279,0,6.15,-19,26677,97,6.15
626,61680.29542,0.691,279,0,6.33,-19.25,26724,97,6.33
627,61679.07171,0.691,278,0,6.33,-19.25,26772,97,6.33
628,61677.85002,0.691,278,0,6.33,-19.25,26821,97,6.33
629,61676.63235,0.693,278,0,6.33,-19.5,26868,97,6.33
630,61675.41469,0.693,278,0,6.33,-19.5,26920,97,6.33
631,61674.19904,0.694,278,0,6.15,-19.5,26964,97,6.15
632,61672.98742,0.694,278,0,6.15,-19.5,27010,97,6.15
633,61671.80403,0.695,278,0,5.98,-19.75,27059,96,5.98
634,61670.65088,0.695,278,0,5.8,-19.75,27102,96,5.8
635,61669.50982,0.697,277,0,5.63,-19.75,27143,95,5.63
636,61668.36675,0.698,278,0,5.45,-20,27183,95,5.45
637,61667.23981,0.699,279,0,5.27,-20,27223,95,5.27
638,61666.13907,0.701,279,0,5.1,-20,27261,94,5.1
639,61665.06656,0.701,279,0,4.92,-20,27293,93,4.92
640,61664.01622,0.702,279,0,4.75,-20,27328,93,4.75
641,61662.99814,0.703,280,0,4.57,-20,27358,92,4.57
642,61662.00224,0.704,280,0,4.39,-20,27387,91,4.39
643,61661.03456,0.705,280,0,4.22,-20,27414,90,4.22
644,61660.0951,0.706,280,0,4.04,-20,27441,90,4.04
645,61659.18186,0.706,280,0,3.87,-20,27463,89,3.87
646,61658.30288,0.706,280,0,3.87,-20,27485,88,3.87
647,61657.50253,0.707,280,0,3.69,-20,27505,86,3.69
648,61656.73242,0.707,280,0,3.69,-20,27524,85,3.69
649,61655.99053,0.707,280,0,3.69,-20,27543,84,3.69
650,61655.27082,0.707,280,0,3.87,-20,27563,83,3.87
651,61654.56522,0.707,280,0,3.87,-20,27582,83,3.87
652,61653.8697,0.707,280,0,3.87,-20,27600,82,3.87
653,61653.15805,0.707,280,0,3.69,-20,27622,82,3.69
654,61652.37987,0.706,280,0,3.34,-20,27641,84,3.34
655,61651.54928,0.707,279,0,2.99,-20,27658,85,2.99
656,61650.67232,0.707,280,0,2.81,-20.25,27672,87,2.81
657,61649.74496,0.708,280,0,2.64,-20.25,27686,88,2.64
658,61648.76317,0.709,280,0,2.64,-20.25,27694,90,2.64
659,61647.76525,0.709,280,0,2.46,-20.25,27702,90,2.46
660,61646.74918,0.71,280,0,2.29,-20.25,27708,91,2.29
661,61645.71498,0.711,280,0,2.29,-20.25,27713,91,2.29
662,61644.66262,0.709,281,0,2.46,-20.25,27719,92,2.46
663,61643.59616,0.71,280,0,2.81,-20.25,27726,92,2.81
664,61642.50954,0.711,281,0,3.16,-20.25,27735,93,3.16
665,61641.40678,0.712,281,0,3.52,-20.5,27746,93,3.52
666,61640.29194,0.712,281,0,3.87,-20.5,27763,94,3.87
667,61639.16298,0.712,281,0,4.04,-20.5,27783,94,4.04
668,61638.0199,0.712,281,0,4.39,-20.5,27804,95,4.39
669,61636.85466,0.712,281,0,4.57,-20.5,27833,95,4.57
670,61635.67126,0.713,281,0,4.75,-20.5,27862,96,4.75
671,61634.48182,0.713,281,0,4.92,-20.75,27893,96,4.92
672,61633.29238,0.713,281,0,4.92,-20.75,27927,97,4.92
673,61632.10294,0.714,280,0,5.1,-20.75,27962,97,5.1
674,61630.91149,0.714,280,0,5.1,-20.75,27999,97,5.1
675,61629.72205,0.715,281,0,5.1,-21,28034,97,5.1
676,61628.53462,0.715,281,0,5.1,-21,28074,97,5.1
677,61627.3472,0.715,281,0,5.1,-21,28112,97,5.1
678,61626.16381,0.715,280,0,5.1,-21,28148,97,5.1
679,61624.98042,0.715,280,0,4.92,-21.25,28187,97,4.92
680,61623.79702,0.716,280,0,4.92,-21.25,28224,97,4.92
681,61622.61565,0.716,280,0,4.75,-21.25,28259,97,4.75
682,61621.43629,0.717,280,0,4.75,-21.5,28295,97,4.75
683,61620.25894,0.717,280,0,4.75,-21.5,28329,97,4.75
684,61619.0816,0.717,280,0,4.75,-21.5,28363,97,4.75
685,61617.90829,0.717,280,0,4.75,-21.5,28398,97,4.75
686,61616.73296,0.718,279,0,4.75,-21.75,28432,97,4.75
687,61615.55965,0.719,280,0,4.75,-21.75,28465,97,4.75
688,61614.38835,0.719,280,0,4.75,-21.75,28498,97,4.75
689,61613.22109,0.72,280,0,4.75,-21.75,28533,97,4.75
690,61612.05382,0.721,280,0,4.75,-22,28567,97,4.75
691,61610.89059,0.721,280,0,4.75,-22,28601,97,4.75
692,61609.72333,0.721,280,0,4.92,-22,28637,97,4.92
693,61608.55808,0.722,279,0,4.92,-22.25,28672,97,4.92
694,61607.39686,0.721,280,0,4.75,-22.25,28708,97,4.75
695,61606.23766,0.721,279,0,4.75,-22.25,28745,97,4.75
696,61605.07846,0.721,279,0,4.75,-22.5,28778,97,4.75
697,61603.91926,0.722,279,0,4.75,-22.5,28813,97,4.75
698,61602.7641,0.721,278,0,4.57,-22.5,28850,97,4.57
699,61601.60893,0.72,278,0,4.57,-22.75,28882,97,4.57
700,61600.45376,0.721,278,0,4.57,-22.75,28914,97,4.57
701,61599.29859,0.721,278,0,4.57,-23,28946,97,4.57
702,61598.14746,0.721,278,0,4.39,-23,28979,97,4.39
703,61596.99834,0.721,278,0,4.39,-23,29007,97,4.39
704,61595.8472,0.722,278,0,4.57,-23.25,29040,97,4.57
705,61594.69808,0.721,277,0,4.39,-23.25,29069,97,4.39
706,61593.54694,0.721,277,0,4.57,-23.5,29099,97,4.57
707,61592.40186,0.721,277,0,4.39,-23.5,29130,97,4.39
708,61591.25878,0.721,276,0,4.57,-23.75,29161,97,4.57
709,61590.11571,0.721,276,0,4.39,-23.75,29189,97,4.39
710,61588.97264,0.721,277,0,4.39,-23.75,29218,97,4.39
711,61587.82957,0.722,276,0,4.39,-23.75,29248,97,4.39
712,61586.6865,0.722,276,0,4.39,-24,29277,97,4.39
713,61585.54746,0.721,276,0,4.39,-24,29307,97,4.39
714,61584.41043,0.723,276,0,4.39,-24,29334,97,4.39
715,61583.27341,0.721,276,0,4.39,-24.25,29361,97,4.39
716,61582.1384,0.722,275,0,4.39,-24.25,29390,97,4.39
717,61581.00339,0.723,276,0,4.22,-24.25,29419,97,4.22
718,61579.86838,0.723,276,0,4.22,-24.5,29447,97,4.22
719,61578.73338,0.725,276,0,4.22,-24.5,29473,97,4.22
720,61577.6024,0.725,276,0,4.22,-24.5,29499,97,4.22
721,61576.46941,0.726,276,0,4.22,-24.5,29526,97,4.22
722,61575.33642,0.726,277,0,4.22,-24.5,29552,97,4.22
723,61574.20746,0.727,276,0,4.22,-24.5,29578,97,4.22
724,61573.07648,0.727,277,0,4.39,-24.5,29606,97,4.39
725,61571.94752,0.727,276,0,4.39,-24.5,29634,97,4.39
726,61570.81654,0.729,276,0,4.39,-24.75,29660,97,4.39
727,61569.68758,0.728,277,0,4.22,-24.75,29688,97,4.22
728,61568.56064,0.729,277,0,4.22,-24.75,29718,97,4.22
729,61567.4337,0.729,276,0,4.22,-24.75,29743,97,4.22
730,61566.30877,0.73,276,0,4.22,-25,29767,97,4.22
731,61565.18384,0.729,277,0,4.22,-25,29794,97,4.22
732,61564.06294,0.73,276,0,4.22,-25,29819,97,4.22
733,61562.94003,0.732,276,0,4.04,-25,29841,97,4.04
734,61561.8151,0.73,276,0,4.22,-25,29868,97,4.22
735,61560.69018,0.731,276,0,4.22,-25.25,29891,97,4.22
736,61559.56726,0.731,276,0,4.22,-25.25,29912,97,4.22
737,61558.44637,0.73,277,0,4.22,-25.25,29939,97,4.22
738,61557.32547,0.731,276,0,4.22,-25.25,29964,97,4.22
739,61556.20256,0.733,276,0,4.22,-25.5,29990,97,4.22
740,61555.0857,0.734,276,0,4.22,-25.5,30011,97,4.22
741,61553.96682,0.734,277,0,4.22,-25.5,30037,97,4.22
742,61552.84794,0.734,276,0,4.22,-25.5,30061,97,4.22
743,61551.72704,0.735,277,0,4.22,-25.5,30086,97,4.22
744,61550.60614,0.738,277,0,4.04,-25.5,30114,97,4.04
745,61549.4913,0.738,278,0,4.22,-25.5,30140,97,4.22
746,61548.37846,0.737,277,0,4.04,-25.25,30165,97,4.04
747,61547.26362,0.736,277,0,4.04,-25.5,30192,97,4.04
748,61546.15078,0.738,277,0,4.04,-25.5,30217,97,4.04
749,61545.03795,0.74,277,0,4.04,-25.5,30242,97,4.04
750,61543.92512,0.74,277,0,4.04,-25.5,30270,97,4.04
751,61542.81229,0.74,277,0,4.04,-25.5,30294,97,4.04
752,61541.70147,0.741,278,0,4.04,-25.5,30318,97,4.04
753,61540.59066,0.741,278,0,3.87,-25.5,30343,97,3.87
754,61539.47984,0.741,277,0,3.87,-25.5,30367,97,3.87
755,61538.36902,0.741,277,0,3.87,-25.75,30391,97,3.87
756,61537.26224,0.742,277,0,3.87,-25.75,30414,97,3.87
757,61536.15546,0.741,277,0,3.87,-25.75,30439,97,3.87
758,61535.04867,0.743,277,0,3.87,-25.75,30462,97,3.87
759,61533.94189,0.743,278,0,3.87,-25.75,30486,97,3.87
760,61532.8351,0.744,278,0,3.87,-25.75,30510,97,3.87
761,61531.73034,0.746,278,0,3.87,-25.75,30534,97,3.87
762,61530.62557,0.746,278,0,4.04,-25.75,30556,97,4.04
763,61529.5208,0.747,278,0,4.04,-25.75,30583,97,4.04
764,61528.41805,0.746,278,0,4.22,-25.75,30605,97,4.22
765,61527.31731,0.747,278,0,4.39,-25.75,30635,97,4.39
766,61526.21456,0.748,278,0,4.57,-26,30661,97,4.57
767,61525.11382,0.745,279,0,4.75,-26,30694,97,4.75
768,61524.01712,0.746,278,0,4.92,-26,30727,97,4.92
769,61522.92042,0.747,278,0,4.92,-26.25,30762,97,4.92
770,61521.8217,0.749,277,0,4.92,-26.5,30800,97,4.92
771,61520.72701,0.747,278,0,4.92,-26.5,30836,97,4.92
772,61519.63232,0.747,277,0,4.92,-26.75,30873,97,4.92
773,61518.53965,0.747,276,0,4.92,-26.75,30912,97,4.92
774,61517.44899,0.748,276,0,4.92,-27,30948,97,4.92
775,61516.36035,0.748,276,0,4.92,-27,30986,97,4.92
776,61515.27373,0.748,276,0,4.92,-27.25,31024,97,4.92
777,61514.18509,0.748,276,0,4.92,-27.25,31061,97,4.92
778,61513.10048,0.748,276,0,4.92,-27.25,31096,97,4.92
779,61512.01386,0.747,276,0,5.1,-27.5,31132,97,5.1
780,61510.92925,0.747,275,0,5.1,-27.5,31171,97,5.1
781,61509.84867,0.747,275,0,4.92,-27.75,31206,97,4.92
782,61508.76608,0.749,275,0,4.92,-27.75,31243,97,4.92
783,61507.68752,0.751,276,0,4.92,-27.75,31281,97,4.92
784,61506.60896,0.751,276,0,4.92,-27.75,31318,97,4.92
785,61505.53242,0.75,275,0,5.1,-27.75,31355,97,5.1
786,61504.45587,0.75,275,0,5.1,-28,31395,97,5.1
787,61503.37933,0.75,275,0,5.1,-28,31434,97,5.1
788,61502.30682,0.749,274,0,5.1,-28,31471,97,5.1
789,61501.2343,0.749,274,0,4.92,-28.25,31510,97,4.92
790,61500.16381,0.749,274,0,4.92,-28.5,31547,97,4.92
791,61499.09533,0.749,273,0,4.92,-28.5,31580,97,4.92
792,61498.02886,0.75,273,0,4.92,-28.5,31616,97,4.92
793,61496.9624,0.75,273,0,4.92,-28.75,31653,97,4.92
794,61495.89594,0.75,273,0,4.92,-28.75,31689,97,4.92
795,61494.8335,0.75,273,0,4.92,-29,31723,97,4.92
796,61493.77107,0.75,273,0,4.92,-29,31759,97,4.92
797,61492.71066,0.75,272,0,4.92,-29,31796,97,4.92
798,61491.65226,0.749,272,0,4.92,-29.25,31831,97,4.92
799,61490.59789,0.749,272,0,4.92,-29.25,31867,97,4.92
800,61489.54352,0.749,271,0,4.92,-29.5,31903,97,4.92
801,61488.48714,0.749,271,0,4.92,-29.75,31938,97,4.92
802,61487.43478,0.749,271,0,4.92,-29.75,31976,97,4.92
803,61486.38445,0.749,271,0,4.92,-29.75,32012,97,4.92
804,61485.33411,0.75,271,0,4.92,-30,32047,97,4.92
805,61484.28378,0.751,271,0,4.92,-30,32081,97,4.92
806,61483.23546,0.75,271,0,4.92,-30,32119,97,4.92
807,61482.18915,0.75,271,0,4.92,-30.25,32155,97,4.92
808,61481.14285,0.752,270,0,4.92,-30.25,32191,97,4.92
809,61480.09654,0.751,270,0,4.92,-30.25,32227,97,4.92
810,61479.05226,0.751,270,0,4.92,-30.5,32263,97,4.92
811,61478.00797,0.752,270,0,4.92,-30.5,32296,97,4.92
812,61476.9657,0.751,270,0,4.92,-30.75,32336,97,4.92
813,61475.92544,0.751,269,0,4.92,-30.75,32369,97,4.92
814,61474.8872,0.752,269,0,4.92,-30.75,32406,97,4.92
815,61473.84896,0.751,269,0,4.92,-31,32442,97,4.92
816,61472.81475,0.751,269,0,4.92,-31,32478,97,4.92
817,61471.78054,0.751,269,0,4.92,-31,32512,97,4.92
818,61470.74634,0.751,268,0,4.92,-31.25,32548,97,4.92
819,61469.71616,0.75,268,0,4.92,-31.25,32583,97,4.92
820,61468.68598,0.751,268,0,4.92,-31.5,32618,97,4.92
821,61467.65581,0.75,267,0,4.92,-31.75,32652,97,4.92
822,61466.62966,0.749,267,0,4.92,-31.75,32687,97,4.92
823,61465.60352,0.749,266,0,4.92,-32,32723,97,4.92
824,61464.57738,0.748,266,0,4.92,-32,32755,97,4.92
825,61463.55526,0.749,266,0,4.92,-32,32791,97,4.92
826,61462.53114,0.749,266,0,4.92,-32.25,32824,97,4.92
827,61461.51306,0.749,266,0,4.92,-32.25,32856,97,4.92
828,61460.49296,0.749,265,0,4.92,-32.5,32892,97,4.92
829,61459.47286,0.749,265,0,4.92,-32.5,32923,97,4.92
830,61458.45277,0.749,265,0,4.92,-32.75,32956,97,4.92
831,61457.4367,0.749,265,0,4.92,-32.75,32988,97,4.92
832,61456.42266,0.747,265,0,4.92,-32.75,33022,97,4.92
833,61455.40659,0.747,264,0,4.92,-33,33053,97,4.92
834,61454.39658,0.748,264,0,4.92,-33.25,33086,97,4.92
835,61453.38656,0.749,264,0,4.92,-33.25,33119,97,4.92
836,61452.37654,0.748,264,0,4.92,-33.25,33150,97,4.92
837,61451.36854,0.747,263,0,4.92,-33.5,33182,97,4.92
838,61450.36256,0.747,263,0,4.92,-33.5,33215,97,4.92
839,61449.35456,0.747,262,0,4.92,-33.75,33247,97,4.92
840,61448.35059,0.748,263,0,5.1,-33.75,33279,97,5.1
841,61447.34864,0.747,262,0,4.92,-34,33313,97,4.92
842,61446.3487,0.746,262,0,4.92,-34,33345,97,4.92
843,61445.34877,0.747,262,0,4.92,-34,33376,97,4.92
844,61444.35085,0.747,262,0,4.92,-34.25,33406,97,4.92
